System.InvalidOperationException: 'PakistanAccountingERP.Infrastructure.Repositories.UnitOfWork' type only implements IAsyncDisposable. Use DisposeAsync to dispose the container.
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceProviderEngineScope.Dispose()
   at PakistanAccountingERP.Infrastructure.Services.ScheduledBackupHostedService.ExecuteAsync(CancellationToken stoppingToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\ScheduledBackupHostedService.cs:line 44
2026-06-10 09:51:49.462 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.8402 ms
2026-06-10 09:52:01.711 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 8.7884 ms
2026-06-10 09:52:02.035 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 9.3441 ms
2026-06-10 09:52:07.336 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 95.4975 ms
2026-06-10 09:52:09.199 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 103.9312 ms
2026-06-10 09:52:10.397 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 89.9754 ms
2026-06-10 09:52:11.029 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 100.6737 ms
2026-06-10 09:52:24.187 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 50.6720 ms
2026-06-10 09:52:24.567 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 70.2922 ms
2026-06-10 09:52:27.810 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.9578 ms
2026-06-10 09:52:29.734 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.3523 ms
2026-06-10 09:52:51.354 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 11.2734 ms
2026-06-10 09:52:51.672 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.9725 ms
2026-06-10 09:52:55.590 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.5713 ms
2026-06-10 09:52:56.173 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 10.5317 ms
2026-06-10 09:52:57.300 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.2423 ms
2026-06-10 09:53:08.953 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 9.8905 ms
2026-06-10 09:53:09.281 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.8433 ms
2026-06-10 09:53:15.718 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 72.9231 ms
2026-06-10 09:53:16.557 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 93.5861 ms
2026-06-10 09:53:18.056 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 86.7797 ms
2026-06-10 09:53:33.823 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.9579 ms
2026-06-10 09:53:34.220 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.9816 ms
2026-06-10 09:53:39.409 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.0475 ms
2026-06-10 09:54:17.642 +05:00 [INF] HTTP POST /api/vendor-bills responded 200 in 244.7420 ms
2026-06-10 09:54:17.735 +05:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-06-10 09:54:17.837 +05:00 [INF] HTTP GET /VendorBills/Details/19 responded 200 in 168.3805 ms
2026-06-10 09:54:17.881 +05:00 [INF] HTTP GET /js/modules/vendor-bill-details.js responded 304 in 1.5931 ms
2026-06-10 09:54:18.018 +05:00 [INF] HTTP GET /api/company/list responded 200 in 6.5978 ms
2026-06-10 09:54:18.055 +05:00 [INF] HTTP GET /api/company/current responded 200 in 8.4412 ms
2026-06-10 09:54:27.920 +05:00 [INF] HTTP GET /VendorBills responded 200 in 49.8747 ms
2026-06-10 09:54:27.957 +05:00 [INF] HTTP GET /js/modules/vendor-bills.js responded 304 in 0.2529 ms
2026-06-10 09:54:28.000 +05:00 [INF] HTTP GET /api/company/list responded 200 in 13.3069 ms
2026-06-10 09:54:28.021 +05:00 [INF] HTTP GET /api/company/current responded 200 in 34.2366 ms
2026-06-10 09:54:28.075 +05:00 [INF] HTTP GET /api/company/current responded 200 in 5.5494 ms
2026-06-10 09:54:28.167 +05:00 [INF] HTTP GET /api/vendor-bills/datatable responded 200 in 76.0001 ms
2026-06-10 09:54:34.439 +05:00 [INF] HTTP GET /SalesInvoices/Create responded 200 in 64.7619 ms
2026-06-10 09:54:34.487 +05:00 [INF] HTTP GET /js/modules/sales-invoice-create.js responded 304 in 0.7880 ms
2026-06-10 09:54:34.547 +05:00 [INF] HTTP GET /api/company/list responded 200 in 8.2400 ms
2026-06-10 09:54:34.557 +05:00 [INF] HTTP GET /api/company/current responded 200 in 11.8554 ms
2026-06-10 09:54:34.647 +05:00 [INF] HTTP GET /api/company/current responded 200 in 8.2054 ms
2026-06-10 09:54:34.713 +05:00 [INF] HTTP GET /api/sales-invoices/tax-rates responded 200 in 68.4480 ms
2026-06-10 09:54:34.729 +05:00 [INF] HTTP GET /api/lookup/scenario-types responded 200 in 80.5494 ms
2026-06-10 09:54:34.732 +05:00 [INF] HTTP GET /api/sales-invoices/next-invoice-number responded 200 in 89.1465 ms
2026-06-10 09:54:34.750 +05:00 [INF] HTTP GET /api/lookup/lot-numbers responded 200 in 103.2339 ms
2026-06-10 09:54:34.767 +05:00 [INF] HTTP GET /api/sales-invoices/customers responded 200 in 124.3713 ms
2026-06-10 09:54:34.787 +05:00 [INF] HTTP GET /api/sales-invoices/items responded 200 in 139.9150 ms
2026-06-10 09:54:34.874 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 16.7620 ms
2026-06-10 09:54:51.275 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 47.1858 ms
2026-06-10 09:54:51.651 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 66.4585 ms
2026-06-10 09:55:04.502 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.3574 ms
2026-06-10 09:55:05.933 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.2676 ms
2026-06-10 09:55:07.309 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.1096 ms
2026-06-10 09:55:10.094 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.7680 ms
2026-06-10 09:55:23.767 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 9.1854 ms
2026-06-10 09:55:24.190 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 92.4813 ms
2026-06-10 09:55:28.091 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 87.6365 ms
2026-06-10 09:55:33.392 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 74.1866 ms
2026-06-10 09:55:35.919 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.7051 ms
2026-06-10 09:55:49.250 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 42.6767 ms
2026-06-10 09:55:49.573 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.5883 ms
2026-06-10 09:55:52.343 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.4329 ms
2026-06-10 09:55:53.123 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.2553 ms
2026-06-10 09:55:54.523 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.7684 ms
2026-06-10 09:55:56.949 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.2286 ms
2026-06-10 09:56:10.294 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 8.4786 ms
2026-06-10 09:56:10.622 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.5345 ms
2026-06-10 09:56:18.047 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.0975 ms
2026-06-10 09:56:18.743 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.6653 ms
2026-06-10 09:56:19.915 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 11.5318 ms
2026-06-10 09:56:21.779 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.2965 ms
2026-06-10 09:56:22.114 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.1200 ms
2026-06-10 09:56:22.729 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.6572 ms
2026-06-10 09:56:23.558 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.5358 ms
2026-06-10 09:56:33.277 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 70.3976 ms
2026-06-10 09:56:33.758 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 159.9845 ms
